,organization_name,repo_full_name,contributors_num,is_fork,active_15,active_16,active_17,active_18,active_19,active_20,active_21,active_22,use_CI,ci_num
8867,Google,clspv,31,False,False,False,False,False,False,False,False,True,False,
8868,Red Hat Developer,code.quarkus.redhat.com-release,3,False,False,False,False,False,False,True,False,False,False,
8869,Google,code-review-bot,2,False,False,False,True,True,True,True,True,False,True,
8870,Red Hat Developer,netcoredbg-theia-plugin,2,False,False,False,False,False,True,True,False,False,False,
8871,Dropbox,ts-transform-react-jsx-source,4,False,False,False,False,False,True,True,False,False,True,
8872,International Business Machines,gWhisper,6,False,False,False,False,False,False,False,True,True,True,
8873,International Business Machines,watson-training-from-on-prem-data,9,False,False,False,False,True,True,False,False,False,True,
8874,Oracle,wookiee-cluster,6,False,True,True,True,True,True,True,True,True,True,
8875,PayPal,paypal-sdk-release,17,False,False,False,False,False,False,False,False,True,True,8.0
8876,Google,google-api-objectivec-client,7,False,False,True,True,True,True,False,False,False,True,
8877,Dropbox,ykfipsconf,2,False,False,False,False,False,False,True,False,False,False,
8878,International Business Machines,watson-box-skills-with-nlu,5,True,False,False,False,False,True,True,False,False,False,
8879,VMware,go-ipfix,8,False,False,False,False,False,False,False,True,True,True,
8880,International Business Machines,IBMSAFR-Resources,3,False,False,False,False,False,False,True,False,False,False,
8881,Intel Corporation,cv-training-and-inference-openvino,4,False,False,False,False,False,False,False,False,True,False,
8882,Alibaba,cordova-yunos,3,False,False,False,True,False,False,False,False,False,False,0.0
8883,eBay,firebase-remote-config-monitor,3,False,False,False,False,True,True,True,True,True,False,0.0
8884,Oracle,fmw-chef-cookbook,5,False,False,True,True,True,False,False,False,False,False,
8885,Dropbox,react,437,True,False,False,True,False,False,False,False,False,True,
8886,Meta,react,428,False,False,False,False,False,False,False,False,True,True,
8887,iuap-design,bee.tinper.org,9,False,False,False,False,False,True,True,True,False,False,0.0
8888,Juniper Networks,csrx-scripts,4,False,False,False,False,False,False,True,True,False,False,
8889,Yelp.com,puppet-vault,7,False,True,True,True,True,True,True,True,False,True,
8890,GitHub,puppet-vault,1,True,False,True,False,False,False,False,False,False,True,
8891,Qiniu Cloud,goplus-play,2,True,False,False,False,False,False,True,False,False,False,
8892,Apple,swift-se0288-is-power,4,False,False,False,False,False,False,False,True,False,False,
8893,Google,vkb,4,False,False,False,False,False,True,True,False,False,False,
8894,Amazon,sample-fire-tv-app-video-skill,4,False,False,False,False,False,True,True,True,True,False,
8895,International Business Machines,ignition,13,False,False,False,False,False,False,False,True,True,True,
8896,Uber Open Source,sevnup,7,False,True,True,True,True,True,False,False,False,True,1.0
8897,GitHub,learn.github.com,17,False,True,True,True,True,True,True,True,True,False,
8898,Alibaba,dla-connector-for-tableau,2,False,False,False,False,False,True,False,False,False,False,0.0
8899,Google,tcli,4,False,False,False,False,False,True,True,True,True,False,
8900,Baidu,EasyFaaS,3,False,False,False,False,False,False,False,True,False,True,1.0
8901,Qiniu Cloud,qmgo,22,False,False,False,False,False,False,True,True,True,True,3.0
8902,Zynga Inc.,classes,2,False,True,True,True,True,True,False,False,False,False,
8903,Bytedance Inc.,Bytedance-UnionAD,12,False,False,False,False,False,False,False,True,True,False,0.0
8904,Qiniu Cloud,dflib,5,True,False,False,False,False,False,False,True,True,True,
8905,Yahoo,parsec-libraries,12,False,False,False,False,True,True,True,True,True,True,1.0
8906,VMware,open-vmdk,6,False,True,True,True,True,True,True,True,True,False,
8907,NetEase,pomelo-scheduler,7,False,True,False,False,False,False,False,False,False,False,0.0
8908,International Business Machines,cp4waiops-gitops,8,False,False,False,False,False,False,False,False,True,False,
8909,International Business Machines,RuDaS,2,False,False,False,False,False,True,True,True,False,False,
8910,eleme,Amigo,10,False,False,True,True,False,False,False,False,False,False,0.0
8911,youzan,nsqJavaSDK,3,False,False,False,True,True,False,False,False,False,False,0.0
8912,Google,kernel-sanitizers,3,False,False,True,True,True,True,True,True,True,False,
8913,Hewlett Packard Enterprise,ironic-oneviewd,10,False,False,True,True,True,False,False,False,False,True,3.0
8914,Salesforce,policy_sentry,30,False,False,False,False,False,False,False,True,True,True,
8915,Groupon,node-cached,6,False,True,True,True,True,True,True,True,False,True,
8916,International Business Machines,wmla-ibmcloud-terraform,2,False,False,False,False,False,False,True,False,False,False,
8917,Google,webview-local-server,1,False,True,True,True,True,True,False,False,False,False,
8918,PayPal,gatt,15,False,True,False,False,False,False,False,False,False,False,0.0
8919,International Business Machines,event-notifications-python-admin-sdk,6,False,False,False,False,False,False,False,True,True,True,
8920,VMware,cloud-director-typescript-clients,8,False,False,False,False,False,False,True,True,True,True,
8921,Google,google-my-business-samples,3,False,False,False,False,False,True,True,True,True,False,
8922,International Business Machines,guardium-supported-datasources,3,False,False,False,False,False,False,False,False,True,False,
8923,xitu,webslides.md,1,False,False,False,False,False,False,False,False,True,False,0.0
8924,Tripadvisor,zepto-autoResizer,1,True,False,False,False,False,False,False,False,False,False,
8925,Bytedance Inc.,FermiNet_with_ECP,1,False,False,False,False,False,False,False,True,False,False,0.0
8926,International Business Machines,k8s-service-accounts,1,False,False,False,True,False,False,False,False,False,False,
8927,Square,workflow-swift,51,False,False,False,False,False,False,False,True,True,True,
8928,NVIDIA Corporation,MAXINE-VFX-SDK,2,False,False,False,False,False,False,True,True,True,False,0.0
8929,Google,libsxg,9,False,False,False,False,False,True,True,True,True,True,
8930,JetBrains,teamcity-xml-tests-reporting,18,False,True,True,True,True,True,True,True,True,False,
8931,Red Hat Developer,design-manual-proto,36,True,False,False,True,True,False,False,False,False,True,
8932,Juniper Networks,nita-yaml-to-excel,5,False,False,False,False,False,False,True,True,True,True,
8933,Intel Corporation,idlf,1,False,True,True,False,False,False,False,False,False,False,
8934,Google,gitprotocolio,2,False,False,False,False,True,True,True,True,False,False,
8935,Google,lkml-gerrit-bridge,4,False,False,False,False,False,True,True,True,True,True,
8936,Mirantis Inc.,Virtualization-Documentation,161,True,False,False,True,False,False,False,False,False,False,
8937,Square,goprotowrap,2,False,False,True,True,True,True,True,True,True,True,
8938,Square,plastic,9,False,False,False,False,False,False,False,False,False,False,
8939,International Business Machines,md-includes,4,False,False,False,False,False,False,False,True,False,True,
8940,easemob,lhttpc,21,True,True,True,True,True,False,False,False,False,True,
8941,Tripadvisor,android-calendarview,1,False,False,False,False,False,False,False,False,False,True,
8942,Docker,volumes-backup-extension,7,False,False,False,False,False,False,False,False,True,False,0.0
8943,Google,favcolor-android,0,False,False,False,False,False,False,False,False,False,False,
8944,Yelp.com,puppetlabs-aws,24,True,True,True,True,True,True,False,False,False,True,
8945,Qihoo 360,cloud-website,5,False,False,False,False,False,True,True,False,False,False,0.0
8946,Google,cpp-proto-builder,1,False,False,False,False,False,False,False,True,False,False,
8947,International Business Machines,QMO-bench,2,False,False,False,False,False,False,False,False,True,False,
8948,International Business Machines,gym-constructionworld,2,False,False,False,False,False,False,True,False,False,False,
8949,International Business Machines,diagrams,1,False,False,False,False,False,False,False,True,False,False,
8950,Google,codeu_project_2017,6,False,False,False,True,True,True,True,True,False,True,
8951,Google,orbax,6,False,False,False,False,False,False,False,False,True,True,
8952,JetBrains,kotlin-build-jps,1,False,False,False,False,False,False,True,False,False,False,
8953,"Wuhan deepin Technology Co.,Ltd.",deepin-screensaver,10,False,False,False,False,True,True,True,True,True,True,11.0
8954,Mirantis Inc.,puppet-memcached,5,True,False,False,False,False,False,False,False,False,False,
8955,easemob,easeui_ios,6,False,False,False,False,False,False,False,True,True,False,0.0
8956,Pinterest,bender,14,False,True,True,True,True,True,True,True,True,True,
8957,Bytedance Inc.,neurst,5,False,False,False,False,False,False,True,True,True,False,0.0
8958,Dropbox,goprotobuf,30,True,True,True,False,False,False,False,False,False,False,
8959,"Wuhan deepin Technology Co.,Ltd.",deepin-theme-bucket,2,False,True,True,False,False,False,False,False,False,False,0.0
8960,Google,python-cloud-utils,4,False,False,False,True,True,True,True,False,False,False,
8961,Google,identity-toolkit-ruby-client,6,False,True,True,False,False,False,False,False,False,False,
8962,Groupon,tdsql,5,False,True,False,False,False,False,False,False,False,False,
8963,International Business Machines,regression-optimization-code-pattern,4,False,False,False,False,False,False,False,False,True,False,
8964,International Business Machines,ios-watson-vision-core-app,1,False,False,False,False,False,False,True,False,False,False,
8965,Google,boundedwait,1,False,False,False,False,False,True,False,False,False,False,
8966,Google,jarjar,2,False,False,False,False,True,True,True,True,True,False,
8967,International Business Machines,ibm-txseries-charts,2,False,False,False,False,True,False,False,False,False,False,
8968,JetBrains,sbt-ide-settings,4,False,True,True,True,True,True,True,True,False,True,
8969,"Wuhan deepin Technology Co.,Ltd.",action-organization-manager,2,False,False,False,False,False,False,False,False,True,True,4.0
8970,Oracle,wookiee-metrics,8,False,True,True,True,True,True,True,False,False,True,
8971,Google,flutter_flux,9,False,False,True,True,True,False,False,False,False,True,
8972,Intel Corporation,pti-gpu,7,False,False,False,False,False,False,False,True,True,False,
8973,Google,shuwa,2,False,False,False,False,False,False,False,True,False,False,
8974,Zynga Inc.,swf2ccb,1,False,True,True,True,True,True,False,False,False,False,
8975,JetBrains,teamcity-nuget-support,22,False,False,False,False,False,True,True,True,True,False,
8976,JetBrains,scoop-utils,1,False,False,False,False,False,False,False,False,True,False,
8977,Apple,example-package-deckofplayingcards,12,False,True,True,True,True,True,True,True,True,False,
8978,International Business Machines,pino-couch,2,False,False,True,True,False,False,False,False,False,False,
8979,International Business Machines,airlock-sdk-ios,4,False,False,False,False,False,True,True,True,True,False,
8980,Alibaba,elastic-rdma-drivers,2,False,False,False,False,False,False,False,False,True,False,0.0
8981,International Business Machines,zopendebug-about,3,False,False,False,False,False,False,True,True,False,False,
8982,DocuSign Inc.,code-examples-clm-apex,3,False,False,False,False,False,False,True,True,False,False,0.0
8983,Intel Corporation,vsm-dependencies,0,False,True,False,False,False,False,False,False,False,False,
8984,Uber Open Source,react-vis-force,4,False,False,True,True,False,False,False,False,False,True,1.0
8985,Uber Open Source,lint-checks,4,False,False,False,False,False,True,True,False,False,True,7.0
8986,Juniper Networks,junosautomation,14,False,False,False,True,True,True,True,True,True,False,
8987,Red Hat Developer,k8s-kubectl,2,False,False,False,False,False,True,True,True,True,False,
8988,Apple,ml-neuman,1,False,False,False,False,False,False,False,False,True,False,
8989,"Wuhan deepin Technology Co.,Ltd.",deepin-sound-theme,11,False,True,True,True,True,True,True,True,True,True,9.0
8990,International Business Machines,ibm-odf-tech-preview,3,False,False,False,False,False,False,False,True,False,False,
8991,Yelp.com,pyramid_zipkin,16,False,False,False,False,True,True,True,True,True,True,
8992,iuap-design,iuap-content,9,True,False,True,False,False,False,False,False,False,False,
8993,GitHub,hubot-pager-me,25,True,False,True,True,True,True,True,True,True,True,
8994,International Business Machines,ios-visual-recognition-app,7,False,False,False,False,True,True,True,False,False,False,
8995,Google,skywater-pdk-libs-sky130_fd_sc_hs,2,False,False,False,False,False,False,True,False,False,False,
8996,International Business Machines,byok,2,False,False,False,False,False,False,False,False,True,False,
8997,Google,shadertrap,7,False,False,False,False,False,False,False,True,False,True,
8998,GitHub,ruby-gpgme,28,True,True,True,True,True,True,True,True,True,True,
8999,Google,cpp-async-rpc,1,False,False,False,False,False,True,True,False,False,False,
9000,DocuSign Inc.,qs-01-node-embed-signing-ceremony,1,False,False,False,False,False,False,True,False,False,False,0.0
9001,International Business Machines,visual-hints-textworld-rl,3,False,False,False,False,False,False,True,True,True,False,
9002,Google,go-attestation,21,False,False,False,False,False,False,True,True,True,True,
9003,"Netflix, Inc.",taskintrospection,1,False,False,False,False,False,False,False,True,True,False,
9004,Intel Corporation,lkvs,4,False,False,False,False,False,False,False,False,True,False,
9005,iuap-design,kero-fetch,4,False,False,False,True,False,False,False,False,False,True,1.0
9006,Intel Corporation,KVMGT-kernel,262,False,True,False,False,False,False,False,False,False,False,
9007,International Business Machines,keda-introduction,2,False,False,False,False,False,False,True,False,False,False,
9008,GitHub,ghfw-build-extra,35,True,False,False,True,False,False,False,False,False,False,
9009,DocuSign Inc.,qs-curl,1,False,False,False,False,False,False,True,False,False,False,0.0
9010,youzan,zanhttpdemo,7,False,False,True,True,False,False,False,False,False,False,0.0
9011,Intel Corporation,ros2_object_map,3,False,False,False,False,True,True,True,True,True,False,
9012,Mirantis Inc.,python-celebrerclient,1,False,False,True,False,False,False,False,False,False,False,0.0
9013,Google,new-project,14,False,False,False,True,True,True,True,True,True,False,
9014,JetBrains,ot-coq,0,False,True,False,False,False,False,False,False,False,False,
9015,Dropbox,onenote-parser,1,False,False,False,True,True,True,False,False,False,False,
9016,International Business Machines,code-engine-node-sdk,11,False,False,False,False,False,True,True,True,True,True,
9017,Salesforce,integrated_challenge,1,False,False,False,False,False,True,True,True,True,False,
9018,Mirantis Inc.,k8s-istio-webinar,1,False,False,False,False,False,True,False,False,False,True,1.0
9019,Oracle,oracle-linux,5,False,False,False,False,False,False,True,True,True,False,
9020,GitHub,multimap,3,False,False,False,False,False,False,True,True,True,True,
9021,Amazon,amazon-pay-sdk-python,10,False,True,True,True,True,True,True,True,False,False,
9022,Qiniu Cloud,typed-less-modules,3,False,False,False,False,False,False,True,False,False,True,4.0
9023,Apple,ml-core,1,False,False,False,False,False,False,False,True,False,False,
9024,easemob,p1_yaml,5,True,True,True,True,True,False,False,False,False,True,
9025,International Business Machines,janusgraph-docker-openshift,13,False,False,False,False,True,True,True,True,False,True,
9026,International Business Machines,telco-network-cloud-drivers,4,False,False,False,False,False,False,True,True,True,False,
9027,easemob,FUEMiOSDemo,1,True,False,False,False,False,False,True,False,False,False,
9028,"Netflix, Inc.",aws-autoscaling,1,False,True,False,False,False,False,False,False,False,False,
9029,JetBrains,hackathon-Embeditor,5,False,True,True,True,False,False,False,False,False,False,
9030,xitu,coding-life,1,False,False,False,False,False,False,False,True,False,False,0.0
9031,youzan,raven-weapp,2,False,False,False,True,False,False,False,False,False,False,0.0
9032,Hewlett Packard Enterprise,devid-provisioning-tool,1,False,False,False,False,False,False,False,True,False,False,0.0
9033,Square,inspect,19,False,True,True,True,True,True,True,True,True,True,
9034,Cisco Systems,ns3-rmcat,3,False,False,False,True,True,True,True,False,False,False,0.0
9035,International Business Machines,kubernetes-gitops,2,False,False,False,False,False,False,False,False,True,False,
9036,Mirantis Inc.,cvp-configuration,7,False,False,False,False,True,True,True,True,True,False,0.0
9037,Airbnb,android-mapviewballoons,4,True,False,False,False,False,False,False,False,False,False,
9038,Square,Valet,29,False,False,False,False,False,True,True,True,True,True,
9039,International Business Machines,platform-services-node-sdk,28,False,False,False,False,False,False,False,True,True,True,
9040,International Business Machines,AMLPipelineBase.jl,4,False,False,False,False,False,False,True,True,True,True,
9041,xitu,macOS-Security-and-Privacy-Guide,47,True,False,True,True,False,False,False,False,False,False,
9042,Google,fleetspeak-rs,1,False,False,False,False,False,False,True,True,True,True,
9043,Groupon,promise,6,False,False,True,True,True,True,True,True,False,True,
9044,Square,objc-borderpatrol,3,False,True,False,False,False,False,False,False,False,False,
9045,Amazon,amazon-pay-api-sdk-nodejs,8,False,False,False,False,False,False,True,True,True,False,
9046,Dropbox,revision-browser,1,False,True,False,False,False,False,False,False,False,False,
9047,Dell Technologies,iDRAC-Redfish-Scripting,13,False,False,False,False,False,False,False,False,True,False,
9048,JetBrains,teamcity-plugin-pipelines-dsl,3,False,False,False,False,False,True,True,True,False,False,
9049,Juniper Networks,contrail-dev-generateDS,6,False,False,False,False,False,False,False,False,False,False,
9050,International Business Machines,cos-distcp,3,False,False,False,False,True,True,True,False,False,False,
9051,eBay,nice-dag,8,False,False,False,False,False,False,False,False,True,False,0.0
9052,"Netflix, Inc.",tslint-config-netflix,1,False,False,False,False,True,False,False,False,False,False,
9053,Alibaba,BizGoblin,1,False,False,False,False,True,True,False,False,False,False,0.0
9054,Alibaba,sentinel-cpp,5,False,False,False,False,False,True,True,True,False,True,3.0
9055,Intel Corporation,lmbench,4,False,False,False,False,True,True,False,False,False,False,
9056,"Netflix, Inc.",vector,17,False,False,False,False,True,True,True,False,False,True,
9057,Red Hat Developer,devspaces-images,27,False,False,False,False,False,False,False,False,True,True,
9058,Meta,jscodeshift,95,False,False,False,False,False,True,True,True,True,True,
9059,youzan,ZanRedisDB,5,True,False,False,False,False,False,True,True,True,True,
9060,PayPal,nemo-cucumberjs,2,False,True,False,False,False,False,False,False,False,False,0.0
9061,haiwen,seafile-release-tools,1,False,False,True,True,True,True,False,False,False,True,1.0
9062,Intel Corporation,sails-mssql,13,True,True,True,True,True,True,True,True,True,False,
9063,Uber Open Source,ringpop-ui,3,False,True,False,False,False,False,False,False,False,True,1.0
9064,Google,gwtmockito,18,False,True,True,True,True,True,True,True,False,False,
9065,Tripadvisor,mlflow,115,True,False,False,False,False,True,False,False,False,True,
9066,Medium,mlflow,137,True,False,False,False,False,True,False,False,False,True,
9067,Intel Corporation,code-base-investigator,3,False,False,False,False,False,False,False,True,True,False,
9068,International Business Machines,cloudpakfordata-go-sdk,1,False,False,False,False,False,True,False,False,False,False,
9069,International Business Machines,multicloud-application-monitoring-dashboard,3,False,False,False,False,False,True,False,False,False,False,
9070,Google,android-key-attestation,6,False,False,True,True,True,True,True,True,True,False,
9071,eBay,Winder,1,False,False,True,True,True,True,False,False,False,False,0.0
9072,Google,chrome-tabber,5,False,False,False,True,True,False,False,False,False,False,
9073,Google,across,3,False,False,False,False,False,False,True,True,True,True,
9074,yued-fe,mqq-reader-icons,1,False,False,False,False,False,False,True,True,False,True,1.0
9075,Salesforce,sibling-rivalry,2,False,False,False,False,False,True,True,True,False,False,
9076,NVIDIA Corporation,nvvl,9,False,False,False,False,True,True,False,False,False,False,0.0
9077,Google,earthengine-api,19,False,False,False,False,False,False,True,True,True,False,
9078,NVIDIA Corporation,zypper-packaging-nvidia-driver,3,False,False,False,False,False,True,True,True,True,False,0.0
9079,Weibo R&D Open Source Projects,prism,1,False,False,False,False,False,False,False,False,False,False,0.0
9080,Alibaba,rsqldb,6,False,False,False,False,False,False,False,False,True,False,0.0
9081,Alibaba,OCAnnotation,2,False,False,False,True,True,False,False,False,False,False,0.0
9082,Pinterest,riffed,8,False,True,True,True,True,True,True,False,False,True,
9083,JetBrains,MPS-extensions,41,False,False,False,False,False,False,False,False,True,True,
9084,Google,google-id-token,10,False,True,True,True,True,True,True,False,False,True,
9085,Oracle,cordova-plugin-emm-app-config,2,False,False,True,True,False,False,False,False,False,False,
9086,Intel Corporation,virtual-storage-manager,16,False,False,True,True,False,False,False,False,False,True,
9087,International Business Machines,Trusted-Container,1,False,False,False,False,False,False,True,False,False,False,
9088,International Business Machines,swift-sdk-core,6,False,False,False,False,True,True,True,True,True,True,
9089,Square,rails,380,True,False,False,False,False,False,False,False,False,True,
9090,GitHub,rails,366,True,False,False,False,False,False,False,False,False,True,
9091,Mirantis Inc.,python-operations-api,1,False,False,False,False,True,False,False,False,False,True,1.0
9092,International Business Machines,ada,3,False,False,False,False,False,False,False,False,True,True,
9093,Salesforce,TaiChi,3,False,False,False,False,False,False,False,True,True,False,
9094,International Business Machines,openrpa,6,True,False,False,False,False,False,True,True,False,True,
9095,Google,windowtester,1,False,True,False,False,False,False,False,False,False,False,
9096,Groupon,swagql,6,False,False,False,False,False,True,True,True,False,True,
9097,Hujiang,AndroidImageSlider,13,True,True,False,False,False,False,False,False,False,True,
9098,Hewlett Packard Enterprise,oneview-ansible-samples,4,False,False,False,False,True,True,True,False,False,False,0.0
9099,Intel Corporation,iotg-lin-gfx-gstreamer-vaapi,36,False,False,True,True,True,True,True,True,True,False,
9100,Google,wiberg-minimization,1,False,False,False,False,False,False,False,False,False,False,
9101,Qiniu Cloud,pandora-php-sdk,2,False,False,False,True,False,False,False,False,False,False,0.0
9102,Square,simplerrd,4,False,False,False,False,False,False,False,False,False,False,
9103,International Business Machines,ibm-pak-plugin,4,False,False,False,False,False,False,False,True,True,False,
9104,Alibaba,device-app-access-examples,0,False,False,False,False,True,False,False,False,False,False,0.0
9105,Bytedance Inc.,kvm-utils,2,False,False,False,False,False,True,True,True,True,False,0.0
9106,Tencent,cherry-markdown,15,False,False,False,False,False,False,False,False,True,True,1.0
9107,Google,chive-varying-prosody-icml-2019,1,False,False,False,False,False,True,False,False,False,False,
9108,Citrix,XamarinStorefrontSample,1,False,True,False,False,False,False,False,False,False,False,0.0
9109,VMware,nerpa,3,False,False,False,False,False,False,False,True,True,False,
9110,VIPS,VDM,1,True,False,False,False,False,False,False,False,False,False,
9111,Uber Open Source,uber-pay-reference-app,3,False,False,False,False,False,True,False,False,False,True,1.0
9112,International Business Machines,icp4d-customer-churn-classifier,8,False,False,False,False,False,True,True,False,False,True,
9113,Intel Corporation,intel.github.io,3,False,False,False,False,False,False,True,True,False,False,
9114,Alibaba,lowcode-tools,8,False,False,False,False,False,False,False,True,True,False,0.0
9115,Yahoo,openstack-collab,7,False,False,False,True,True,True,True,False,False,False,0.0
9116,NVIDIA Corporation,Korgi,1,False,False,False,False,False,True,False,False,False,False,0.0
9117,Google,cassowary.dart,5,False,False,False,False,True,True,True,True,True,True,
9118,easemob,im_flutter_sdk,9,False,False,False,False,False,False,False,False,True,True,2.0
9119,Baidu,dperf,3,False,False,False,False,False,False,False,False,True,False,0.0
9120,Uber Open Source,assume-role-cli,4,False,False,False,False,True,True,True,False,False,True,1.0
9121,Cisco Systems,syncodecs,3,False,False,True,True,True,True,True,False,False,False,0.0
9122,JetBrains,phpstorm-base-project,1,False,False,True,True,False,False,False,False,False,False,
9123,"Okta, Inc",okta-idx-java,12,False,False,False,False,False,False,False,False,True,True,3.0
9124,Juniper Networks,Contrail_Automation,1,True,False,False,False,True,False,False,False,False,False,
9125,Google,aistplusplus_api,2,False,False,False,False,False,False,True,True,False,False,
9126,Google,skywater-pdk-libs-sky130_fd_pr,2,False,False,False,False,False,False,True,False,False,False,
9127,Juniper Networks,openshift-contrail,1,True,False,False,True,True,False,False,False,False,False,
9128,JetBrains,web-po2json,1,False,True,True,True,True,True,False,False,False,False,
9129,International Business Machines,cp4s-car-connectors,6,False,False,False,False,False,False,False,False,True,True,
9130,Google,sky-optimization,1,False,False,False,False,False,False,True,False,False,False,
9131,Google,hell0world-curriculum,1,False,False,False,False,True,False,False,False,False,False,
9132,International Business Machines,IBMRPATriggerforDatacap,2,False,False,False,False,False,False,False,True,False,False,
9133,Hewlett Packard Enterprise,go-build,1,False,False,False,False,False,True,False,False,False,False,0.0
9134,International Business Machines,sparksql-for-hbase,6,False,False,False,True,True,True,False,False,False,False,
9135,Intel Corporation,intent-driven-orchestration,1,False,False,False,False,False,False,False,False,True,False,
9136,GitHub,typing-effect-element,7,False,False,False,False,False,False,False,True,True,True,
9137,haiwen,seadrive-fuse,4,False,False,False,False,False,False,True,True,True,False,0.0
9138,Intel Corporation,stacks-usecase,17,False,False,False,False,False,True,True,True,True,True,
9139,DiDi,booster,9,False,False,False,False,False,False,False,True,True,True,9.0
9140,Douban Inc.,jieba-analysis,4,True,False,False,False,False,False,False,False,False,False,
9141,Google,sprockets,5,False,False,True,True,True,True,True,False,False,True,
9142,JetBrains,gitextensions,157,True,True,True,True,False,False,False,False,False,True,
9143,Google,tcpauth,1,False,False,True,True,True,True,True,True,False,False,
9144,JetBrains,teamcity-msbuild-logger,1,False,False,False,True,True,True,True,True,True,False,
9145,"Wuhan deepin Technology Co.,Ltd.",deepin-ocr,9,False,False,False,False,False,False,False,True,True,True,10.0
9146,Oracle,coherence-cpp-extend-client,5,False,False,False,False,False,False,True,True,True,True,
9147,International Business Machines,CyberSkill,4,False,False,False,False,False,False,False,False,True,False,
9148,Google,simple-reinforcement-learning,1,False,False,True,True,False,False,False,False,False,False,
9149,Red Hat Developer,devspaces-vscode-extensions,8,False,False,False,False,False,False,True,True,True,False,
9150,Google,paranoid_crypto,6,False,False,False,False,False,False,False,False,True,False,
9151,Google,rtb_creative_filtering_report,1,False,False,False,False,False,False,False,False,True,False,
9152,Alibaba,anyproxy,13,False,False,False,True,True,True,True,False,False,True,1.0
9153,easemob,easeui-ios-cocoapods,2,False,True,True,False,False,False,False,False,False,False,0.0
9154,Google,googlesre,1,False,False,False,False,False,False,False,False,True,False,
9155,Google,mediapipe,4,False,False,False,False,False,False,False,False,True,False,
9156,Google,stijl,3,False,False,True,True,True,True,True,True,False,True,
9157,yued-fe,Ynative,4,False,False,False,True,False,False,False,False,False,False,0.0
9158,yued-fe,write-web-icons,2,False,False,False,False,False,False,False,True,False,True,1.0
9159,Intel Corporation,icpp_louvain,1,False,False,False,False,False,False,True,False,False,False,
9160,Alibaba,cri-tools,39,True,False,False,False,True,True,False,False,False,True,
9161,Qihoo 360,safe-rules,1,False,False,False,False,False,False,False,False,True,False,0.0
9162,GitHub,form-data-entries,3,False,False,False,False,True,True,False,False,False,True,
9163,Google,portrait-shadow-manipulation,1,False,False,False,False,False,False,True,False,False,False,
9164,CODING,jgit,160,True,False,False,False,False,True,False,False,False,False,
9165,International Business Machines,binprint,1,False,False,False,False,True,False,False,False,False,True,
9166,NVIDIA Corporation,vid2vid,4,False,False,False,False,True,True,False,False,False,False,0.0
9167,Yelp.com,parcelgen,22,False,True,True,True,True,True,True,False,False,False,
9168,JetBrains,intellij-samples,11,False,False,False,False,False,False,False,True,True,True,
9169,VMware,database-stream-processor,6,False,False,False,False,False,False,False,False,True,True,
9170,DiDi,react-tmap,2,False,False,False,False,False,False,False,False,True,False,0.0
9171,JetBrains,revoke-user-access-widget,3,False,False,False,False,True,True,True,True,True,False,
9172,Google,webrisk,4,False,False,False,False,False,True,True,True,False,False,
9173,"Ctrip, Inc.",moles-packer,4,False,False,True,False,False,False,False,False,False,False,0.0
9174,Intel Corporation,UFT,2,False,False,False,False,False,False,False,True,True,False,
9175,International Business Machines,mac-ibm-notifications,7,False,False,False,False,False,False,False,False,True,True,
9176,Google,autoparse,2,False,False,False,False,False,False,False,False,False,False,
9177,Google,simple-pedometer,1,False,False,False,False,False,False,False,False,False,False,
9178,Mirantis Inc.,cvp-sanity-checks,13,False,False,False,False,False,True,True,True,True,False,0.0
9179,Square,erg,9,False,True,True,True,True,True,True,True,False,False,
9180,JetBrains,Qodana,18,False,False,False,False,False,False,False,False,True,True,
9181,Google,cartoonset,0,False,False,False,False,True,False,False,False,False,False,
9182,Dell Technologies,csi-unity,22,False,False,False,False,False,False,False,False,True,False,
9183,GitHub,omniauth,107,False,True,True,True,True,False,False,False,False,True,
9184,NVIDIA Corporation,rapidAligner,0,False,False,False,False,False,False,True,True,False,False,0.0
9185,International Business Machines,MAX-Nested-Named-Entity-Tagger,3,False,False,False,False,False,False,True,False,False,True,
9186,International Business Machines,fabric-postgres-wallet,6,False,False,False,False,False,True,True,True,False,False,
9187,Hewlett Packard Enterprise,hpe-openservicebroker-clientapp,1,False,False,False,False,False,True,False,False,False,False,0.0
9188,JetBrains,jdk8u_jb,3,False,False,False,True,True,True,False,False,False,False,
9189,"Ctrip, Inc.",dal,10,False,False,False,False,False,False,False,True,True,False,0.0
9190,Salesforce,DataHardness,2,False,False,False,False,False,False,False,True,True,False,
9191,Intel Corporation,user-container-selinux,5,False,False,False,False,False,False,False,False,True,False,
9192,Salesforce,rng-kbqa,3,False,False,False,False,False,False,False,True,True,False,
9193,Mirantis Inc.,magma,174,True,False,False,False,False,False,False,True,False,True,
9194,VMware,guest-introspection-nsx,5,False,False,False,False,True,True,False,False,False,False,
9195,Tencent,tinker,31,False,False,False,False,False,False,False,True,True,False,0.0
9196,bilibili,bas,2,False,False,False,True,True,True,True,False,False,False,0.0
9197,Citrix,docs-theme-versioned,1,False,False,False,False,False,True,False,False,False,False,0.0
9198,JetBrains,intellij-stats-collector,3,False,False,False,False,True,True,False,False,False,False,
9199,Intel Corporation,intel-inb-manageability,11,False,False,False,False,False,False,False,False,True,False,
